dish_id,variant_dish_name,regional_alias_name,english_translated_name,region,state,city_or_district,community_identity,gi_status,gi_tag_details,famousness_tier,dish_type,consumption_type,consumption_time,occasion_description,cooking_method,ingredients_used,dish_image_url,source_type,source_url
Z1-RJ-01,Udaipur Tea-Time Plate Dal Baati Churma,Tea-Time Plate Dal Baati Churma,Udaipur Tea-Time Plate Dal Baati Churma,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Veg,everyday,snack,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Bikaner Winter Bowl Dal Baati Churma,Winter Bowl Dal Baati Churma,Bikaner Winter Bowl Dal Baati Churma,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Veg,everyday,dinner,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jaipur Summer Plate Dal Baati Churma,Summer Plate Dal Baati Churma,Jaipur Summer Plate Dal Baati Churma,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Veg,everyday,lunch,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jodhpur Smoky Pot Dal Baati Churma,Smoky Pot Dal Baati Churma,Jodhpur Smoky Pot Dal Baati Churma,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Veg,everyday,dinner,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Udaipur Crisp Skillet Dal Baati Churma,Crisp Skillet Dal Baati Churma,Udaipur Crisp Skillet Dal Baati Churma,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Veg,everyday,snack,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Bikaner Millet Bowl Dal Baati Churma,Millet Bowl Dal Baati Churma,Bikaner Millet Bowl Dal Baati Churma,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Veg,everyday,breakfast,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jaipur Picnic Pack Dal Baati Churma,Picnic Pack Dal Baati Churma,Jaipur Picnic Pack Dal Baati Churma,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Veg,everyday,lunch,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jodhpur Monsoon Plate Dal Baati Churma,Monsoon Plate Dal Baati Churma,Jodhpur Monsoon Plate Dal Baati Churma,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Veg,everyday,snack,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Udaipur Copper Pot Version Dal Baati Churma,Copper Pot Version Dal Baati Churma,Udaipur Copper Pot Version Dal Baati Churma,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Veg,everyday,dinner,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Bikaner Earth-Oven Batch Dal Baati Churma,Earth-Oven Batch Dal Baati Churma,Bikaner Earth-Oven Batch Dal Baati Churma,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Veg,everyday,lunch,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jaipur Comfort Meal Dal Baati Churma,Comfort Meal Dal Baati Churma,Jaipur Comfort Meal Dal Baati Churma,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Veg,everyday,dinner,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jodhpur Market Special Dal Baati Churma,Market Special Dal Baati Churma,Jodhpur Market Special Dal Baati Churma,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Veg,everyday,snack,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Udaipur Soft Set Dal Baati Churma,Soft Set Dal Baati Churma,Udaipur Soft Set Dal Baati Churma,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Veg,everyday,breakfast,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Bikaner Flaky Version Dal Baati Churma,Flaky Version Dal Baati Churma,Bikaner Flaky Version Dal Baati Churma,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Veg,everyday,breakfast,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jaipur Rich Gravy Bowl Dal Baati Churma,Rich Gravy Bowl Dal Baati Churma,Jaipur Rich Gravy Bowl Dal Baati Churma,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Veg,everyday,dinner,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jodhpur Travel-Friendly Pack Dal Baati Churma,Travel-Friendly Pack Dal Baati Churma,Jodhpur Travel-Friendly Pack Dal Baati Churma,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Veg,everyday,lunch,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Udaipur Rustic Bowl Dal Baati Churma,Rustic Bowl Dal Baati Churma,Udaipur Rustic Bowl Dal Baati Churma,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Veg,everyday,dinner,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Bikaner Festival Plate Dal Baati Churma,Festival Plate Dal Baati Churma,Bikaner Festival Plate Dal Baati Churma,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Veg,occasional,,Prepared during regional festivals and family gatherings.,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jaipur Heritage Platter Dal Baati Churma,Heritage Platter Dal Baati Churma,Jaipur Heritage Platter Dal Baati Churma,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Veg,occasional,,Served as a heritage-style preparation on special occasions.,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jodhpur Royal Spread Dal Baati Churma,Royal Spread Dal Baati Churma,Jodhpur Royal Spread Dal Baati Churma,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Veg,occasional,,Associated with ceremonial and royal-style meals.,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Udaipur Family Feast Dal Baati Churma,Family Feast Dal Baati Churma,Udaipur Family Feast Dal Baati Churma,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Veg,occasional,,Prepared for family celebrations and large community meals.,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Bikaner Courtyard Feast Dal Baati Churma,Courtyard Feast Dal Baati Churma,Bikaner Courtyard Feast Dal Baati Churma,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Veg,occasional,,Prepared for courtyard gatherings and festive hosting.,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jaipur Heritage Bowl Dal Baati Churma,Heritage Bowl Dal Baati Churma,Jaipur Heritage Bowl Dal Baati Churma,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Veg,occasional,,An old-style bowl served during commemorative feasts.,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jodhpur Celebration Tray Dal Baati Churma,Celebration Tray Dal Baati Churma,Jodhpur Celebration Tray Dal Baati Churma,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Veg,occasional,,A celebratory tray served during weddings or major festivals.,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Udaipur Evening Snack Dal Baati Churma,Evening Snack Dal Baati Churma,Udaipur Evening Snack Dal Baati Churma,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Veg,everyday,snack,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Bikaner Lodge Meal Dal Baati Churma,Lodge Meal Dal Baati Churma,Bikaner Lodge Meal Dal Baati Churma,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Veg,everyday,dinner,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jaipur Soft Tiffin Dal Baati Churma,Soft Tiffin Dal Baati Churma,Jaipur Soft Tiffin Dal Baati Churma,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Veg,everyday,lunch,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Jodhpur Quick Serve Dal Baati Churma,Quick Serve Dal Baati Churma,Jodhpur Quick Serve Dal Baati Churma,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Veg,everyday,breakfast,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-01,Udaipur Courtyard Plate Dal Baati Churma,Courtyard Plate Dal Baati Churma,Udaipur Courtyard Plate Dal Baati Churma,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Veg,everyday,lunch,,Roasted,"wheat flour, lentils, ghee, jaggery, spices",https://placehold.co/1200x800?text=Dal%20Baati%20Churma,Wikipedia,https://en.wikipedia.org/wiki/Dal_bati_churma
Z1-RJ-02,Jodhpur Home Style Laal Maas,Home Style Red Mutton Curry,Jodhpur Home Style Laal Maas,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Non-Veg,everyday,lunch,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Udaipur Street Style Laal Maas,Street Style Red Mutton Curry,Udaipur Street Style Laal Maas,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,snack,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Bikaner Dhaba Style Laal Maas,Dhaba Style Red Mutton Curry,Bikaner Dhaba Style Laal Maas,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Non-Veg,everyday,lunch,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jaipur Tawa Style Laal Maas,Tawa Style Red Mutton Curry,Jaipur Tawa Style Laal Maas,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,breakfast,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jodhpur Tandoor Style Laal Maas,Tandoor Style Red Mutton Curry,Jodhpur Tandoor Style Laal Maas,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Non-Veg,everyday,dinner,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Udaipur Family Thali Laal Maas,Family Thali Red Mutton Curry,Udaipur Family Thali Laal Maas,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,lunch,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Bikaner Weekend Special Laal Maas,Weekend Special Red Mutton Curry,Bikaner Weekend Special Laal Maas,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Non-Veg,everyday,lunch,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jaipur Village Plate Laal Maas,Village Plate Red Mutton Curry,Jaipur Village Plate Laal Maas,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,dinner,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jodhpur Packed Lunch Laal Maas,Packed Lunch Red Mutton Curry,Jodhpur Packed Lunch Laal Maas,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Non-Veg,everyday,lunch,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Udaipur Late-Night Stall Laal Maas,Late-Night Stall Red Mutton Curry,Udaipur Late-Night Stall Laal Maas,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,snack,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Bikaner Tea-Time Plate Laal Maas,Tea-Time Plate Red Mutton Curry,Bikaner Tea-Time Plate Laal Maas,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Non-Veg,everyday,snack,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jaipur Winter Bowl Laal Maas,Winter Bowl Red Mutton Curry,Jaipur Winter Bowl Laal Maas,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,dinner,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jodhpur Summer Plate Laal Maas,Summer Plate Red Mutton Curry,Jodhpur Summer Plate Laal Maas,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Non-Veg,everyday,lunch,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Udaipur Smoky Pot Laal Maas,Smoky Pot Red Mutton Curry,Udaipur Smoky Pot Laal Maas,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,dinner,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Bikaner Crisp Skillet Laal Maas,Crisp Skillet Red Mutton Curry,Bikaner Crisp Skillet Laal Maas,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Non-Veg,everyday,snack,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jaipur Millet Bowl Laal Maas,Millet Bowl Red Mutton Curry,Jaipur Millet Bowl Laal Maas,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,breakfast,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jodhpur Picnic Pack Laal Maas,Picnic Pack Red Mutton Curry,Jodhpur Picnic Pack Laal Maas,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Non-Veg,everyday,lunch,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Udaipur Monsoon Plate Laal Maas,Monsoon Plate Red Mutton Curry,Udaipur Monsoon Plate Laal Maas,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,snack,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Bikaner Copper Pot Version Laal Maas,Copper Pot Version Red Mutton Curry,Bikaner Copper Pot Version Laal Maas,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Non-Veg,everyday,dinner,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jaipur Earth-Oven Batch Laal Maas,Earth-Oven Batch Red Mutton Curry,Jaipur Earth-Oven Batch Laal Maas,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,lunch,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jodhpur Comfort Meal Laal Maas,Comfort Meal Red Mutton Curry,Jodhpur Comfort Meal Laal Maas,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Non-Veg,everyday,dinner,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Udaipur Market Special Laal Maas,Market Special Red Mutton Curry,Udaipur Market Special Laal Maas,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,snack,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Bikaner Soft Set Laal Maas,Soft Set Red Mutton Curry,Bikaner Soft Set Laal Maas,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Non-Veg,everyday,breakfast,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jaipur Flaky Version Laal Maas,Flaky Version Red Mutton Curry,Jaipur Flaky Version Laal Maas,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,breakfast,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jodhpur Rich Gravy Bowl Laal Maas,Rich Gravy Bowl Red Mutton Curry,Jodhpur Rich Gravy Bowl Laal Maas,North,Rajasthan,Jodhpur,Rajasthani,NA,NA,Global,Non-Veg,everyday,dinner,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Udaipur Travel-Friendly Pack Laal Maas,Travel-Friendly Pack Red Mutton Curry,Udaipur Travel-Friendly Pack Laal Maas,North,Rajasthan,Udaipur,Rajasthani,NA,NA,Global,Non-Veg,everyday,lunch,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Bikaner Rustic Bowl Laal Maas,Rustic Bowl Red Mutton Curry,Bikaner Rustic Bowl Laal Maas,North,Rajasthan,Bikaner,Rajasthani,NA,NA,Global,Non-Veg,everyday,dinner,,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
Z1-RJ-02,Jaipur Festival Plate Laal Maas,Festival Plate Red Mutton Curry,Jaipur Festival Plate Laal Maas,North,Rajasthan,Jaipur,Rajasthani,NA,NA,Global,Non-Veg,occasional,,Prepared during regional festivals and family gatherings.,Simmered/Stewed,"mutton, red chili, yogurt, garlic, ghee, spices",https://placehold.co/1200x800?text=Laal%20Maas,Wikipedia,https://en.wikipedia.org/wiki/Laal_maans
